사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat(위도),lon(경도)
2022092400100071,2022년 9월 24일 07시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,11,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,52세,상해없음,승합,남,76세,경상,37.273419257805365,127.10350409446664
2022092400100143,2022년 9월 24일 10시,토요일,경기도 용인시 처인구 포곡읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,50세,경상,37.26867545740013,127.18690132284092
2022092600100301,2022년 9월 26일 14시,월요일,경기도 용인시 처인구 포곡읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,경상,승용,남,67세,상해없음,37.27317143764552,127.18276571999874
2022092700100318,2022년 9월 27일 15시,화요일,경기도 용인시 처인구 고림동,사망사고,1,0,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51세,사망,화물,남,72세,상해없음,37.24562080717458,127.25739978304446
2022092800100146,2022년 9월 28일 09시,수요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,기타 - 기타,특수,남,54세,상해없음,승용,여,39세,경상,37.29769404548238,127.0553786781924
2022092800100255,2022년 9월 28일 13시,수요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,남,28세,상해없음,승용,여,26세,경상,37.26970699099974,127.09859469670818
2022092900100204,2022년 9월 29일 11시,목요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,63세,경상,37.11343222022175,127.11283782433766
2022093000100240,2022년 9월 30일 12시,금요일,경기도 용인시 기흥구 동백동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,45세,상해없음,승용,남,32세,경상,37.2878273317659,127.15663243995778
2022093000100392,2022년 9월 30일 16시,금요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41세,상해없음,화물,남,53세,경상,37.22121134216293,127.0984911392607
2022100400100364,2022년 10월 4일 16시,화요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,승용,여,26세,경상,37.277861200714845,127.08198096486802
2022100600100028,2022년 10월 6일 05시,목요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,68세,상해없음,승용,남,46세,경상,37.23644508342054,127.29594103441016
2022100600100396,2022년 10월 6일 17시,목요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,66세,상해없음,승용,여,58세,경상,37.23922582617243,127.28818804203668
2022100800100254,2022년 10월 8일 12시,토요일,경기도 용인시 처인구 양지면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,여,45세,경상,37.24522813517945,127.27302855917964
2022100900100395,2022년 10월 9일 19시,일요일,경기도 용인시 처인구 양지면,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,59세,상해없음,37.24365002551406,127.3598285469364
2022100900100396,2022년 10월 9일 19시,일요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,기타 - 기타,승합,남,67세,상해없음,승용,남,36세,경상,37.32677201816702,127.10332550858004
2022101000100140,2022년 10월 10일 12시,월요일,경기도 용인시 처인구 유방동,중상사고,0,1,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,47세,상해없음,승용,여,42세,중상,37.257738418268914,127.2068281453398
2022101100100069,2022년 10월 11일 07시,화요일,경기도 용인시 수지구 고기동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,25세,상해없음,승용,남,27세,경상,37.34937626308985,127.06174691721073
2022101200100221,2022년 10월 12일 11시,수요일,경기도 용인시 기흥구 보정동,중상사고,0,2,9,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,42세,중상,37.29549525116603,127.10376058584556
2022101500100159,2022년 10월 15일 11시,토요일,경기도 용인시 처인구 남사읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,66세,상해없음,승용,남,21세,경상,37.11561917429233,127.11176862805212
2022101800100054,2022년 10월 18일 07시,화요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,여,38세,경상,37.26683986230877,127.10374160560526
2022101800100639,2022년 10월 18일 21시,화요일,경기도 용인시 처인구 고림동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,41세,경상,37.24969371873611,127.22771976639191
2022102000100255,2022년 10월 20일 12시,목요일,경기도 용인시 처인구 포곡읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,60세,상해없음,승용,여,61세,경상,37.32357807277688,126.96118398522069
2022102000100574,2022년 10월 20일 19시,목요일,경기도 용인시 기흥구 고매동,중상사고,0,1,2,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승합,남,50세,경상,37.225410789418326,127.10351885229102
2022102000100642,2022년 10월 20일 21시,목요일,경기도 용인시 처인구 고림동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승용,남,45세,경상,37.24615186257972,127.2441833125043
2022102200100165,2022년 10월 22일 10시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,43세,경상,37.26410030590573,127.1039476863947
2022102300100026,2022년 10월 23일 02시,일요일,경기도 용인시 처인구 포곡읍,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,중상,승용,남,50세,상해없음,37.267876614896856,127.18819039329328
2022102300100087,2022년 10월 23일 09시,일요일,경기도 용인시 처인구 유방동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,18세,경상,37.25052717436245,127.22561942285232
2022102300100306,2022년 10월 23일 17시,일요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,32세,경상,37.23965935212616,127.10543980085656
2022102300100371,2022년 10월 23일 19시,일요일,경기도 용인시 기흥구 공세동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,26세,상해없음,승용,남,38세,경상,37.26163037020297,127.10391550936288
2022102700100302,2022년 10월 27일 13시,목요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,화물,남,49세,경상,37.26759140500519,127.27750673059272
2022102800100679,2022년 10월 28일 20시,금요일,경기도 용인시 처인구 양지면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,75세,상해없음,승용,여,29세,경상,37.465366373993554,127.03842048179636
2022103100100164,2022년 10월 31일 10시,월요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,42세,상해없음,37.2215330415832,127.10032671918148
2022103100100190,2022년 10월 31일 11시,월요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,승용,남,69세,상해없음,화물,남,64세,중상,37.29004795048984,127.10559425865306
2022103100100468,2022년 10월 31일 18시,월요일,경기도 용인시 처인구 고림동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,화물,남,63세,상해없음,승용,남,50세,경상,37.24684638500303,127.2402458149674
2022110300100005,2022년 11월 3일 00시,목요일,경기도 용인시 기흥구 보라동,중상사고,0,1,4,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,59세,상해없음,승합,남,46세,경상,37.25753824766002,127.10398204459908
2022110400100158,2022년 11월 4일 09시,금요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승합,남,62세,상해없음,승용,여,47세,경상,37.292889895311504,127.10366142728256
2022110500100316,2022년 11월 5일 14시,토요일,경기도 용인시 기흥구 동백동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 터널,승용,여,30세,상해없음,승용,남,58세,경상,37.280489814863024,127.17248103195324
2022110600100489,2022년 11월 6일 21시,일요일,경기도 용인시 처인구 양지면,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,41세,경상,승용,남,39세,경상,37.24361430818425,127.30307007710962
2022111000100535,2022년 11월 10일 19시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,52세,경상,37.266854980063975,127.10287308638736
2022111200100294,2022년 11월 12일 14시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,8,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승합,남,62세,경상,37.28204643691874,127.10375213900043
2022111300100185,2022년 11월 13일 13시,일요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,36세,경상,37.242869851689726,127.27959763245936
2022111300100270,2022년 11월 13일 16시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,66세,기타불명,승합,남,52세,경상,37.26094437671374,127.10363716263282
2022111500100015,2022년 11월 15일 01시,화요일,경기도 용인시 기흥구 청덕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,경상,승용,남,34세,상해없음,37.288860641874265,127.13739237673956
2022111500100123,2022년 11월 15일 08시,화요일,경기도 용인시 수지구 고기동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,37세,상해없음,37.36775900256935,127.0627128984191
2022111500100490,2022년 11월 15일 18시,화요일,경기도 용인시 처인구 삼가동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,54세,경상,37.25175871476167,127.14921857837062
2022111600100142,2022년 11월 16일 09시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,특수,남,59세,상해없음,승용,여,54세,경상,37.289865284219225,127.09951428140268
2022112000100233,2022년 11월 20일 15시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,39세,경상,37.285886307496185,127.10373200563282
2022112100100448,2022년 11월 21일 18시,월요일,경기도 용인시 수지구 성복동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,59세,상해없음,승용,남,81세,경상,37.326102974528105,127.0570285924826
2022112300100225,2022년 11월 23일 13시,수요일,경기도 용인시 처인구 양지면,사망사고,3,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,여,79세,사망,37.23902989012043,127.2895189631903
2022112400100037,2022년 11월 24일 05시,목요일,경기도 용인시 처인구 유방동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,45세,상해없음,보행자,남,60세,사망,37.26373973837151,127.19532387119918
2022112400100225,2022년 11월 24일 12시,목요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,화물,남,32세,경상,37.32443825988718,127.10357480413973
2022112600100409,2022년 11월 26일 18시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,승용,여,52세,경상,37.27010924614302,127.10026184225602
2022112600100479,2022년 11월 26일 20시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,남,74세,경상,37.282947664156005,127.1037022906212
2022112700100109,2022년 11월 27일 11시,일요일,경기도 용인시 기흥구 동백동,경상사고,0,0,3,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,28세,경상,37.28145164035603,127.1715180095363
2022112700100360,2022년 11월 27일 19시,일요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,47세,경상,37.10217133095626,127.11773435293792
2022112800100089,2022년 11월 28일 08시,월요일,경기도 용인시 기흥구 보라동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,38세,경상,37.2319124209975,127.10697951336822
2022113000100223,2022년 11월 30일 13시,수요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,화물,남,56세,중상,37.2842552665872,127.10387593049914
2022120300100539,2022년 12월 3일 22시,토요일,경기도 용인시 기흥구 고매동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승합,남,59세,경상,37.22690946689392,127.10422117321556
2022120400100242,2022년 12월 4일 16시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,4,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,58세,기타불명,화물,남,56세,경상,37.28970586372903,127.0950475139898
2022120400100301,2022년 12월 4일 18시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,28세,상해없음,승용,남,19세,경상,37.292051010338334,127.103485312757
2022120400100302,2022년 12월 4일 18시,일요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,22,21,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,74세,상해없음,승합,남,51세,부상신고,37.29201627743322,127.10388037193064
2022120500100027,2022년 12월 5일 06시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,58세,경상,37.259493907026304,127.10387031005668
2022120500100092,2022년 12월 5일 09시,월요일,경기도 용인시 처인구 고림동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,58세,상해없음,보행자,남,75세,경상,37.24589961770005,127.24425181731432
2022120500100172,2022년 12월 5일 12시,월요일,경기도 용인시 기흥구 언남동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,경상,화물,남,40세,경상,37.29101647606316,127.12061689477726
2022120600100104,2022년 12월 6일 08시,화요일,경기도 용인시 기흥구 상갈동,중상사고,0,9,38,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,단일로 - 기타,승합,남,69세,상해없음,승합,남,62세,경상,37.28269554258596,127.1037825782678
2022120600100166,2022년 12월 6일 09시,화요일,경기도 용인시 수지구 죽전동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,승용,남,24세,경상,37.33105436353094,127.10355133095366
2022120700100512,2022년 12월 7일 19시,수요일,경기도 용인시 처인구 유방동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,경상,건설기계,남,48세,경상,37.268736224720975,127.18602132876924
2022120800100033,2022년 12월 8일 03시,목요일,경기도 용인시 기흥구 마북동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,32세,중상,화물,남,50세,경상,37.312522300639415,127.10369380852563
2022121000100358,2022년 12월 10일 17시,토요일,경기도 용인시 처인구 포곡읍,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,승합,남,52세,경상,37.2696822935448,127.18587077482624
2022121100100175,2022년 12월 11일 13시,일요일,경기도 용인시 수지구 성복동,중상사고,0,2,8,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,여,38세,중상,37.32528988461056,127.0565367308306
2022121100100271,2022년 12월 11일 16시,일요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,화물,남,44세,경상,37.24421316501637,127.3054475695931
2022121100100399,2022년 12월 11일 20시,일요일,경기도 용인시 처인구 고림동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,38세,경상,승용,여,46세,경상,37.248193194090106,127.23380276714818
2022121200100419,2022년 12월 12일 18시,월요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,56세,상해없음,승용,여,22세,경상,37.23557213938268,127.29676637711223
2022121300100005,2022년 12월 13일 00시,화요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,29세,상해없음,승용,여,24세,경상,37.23672996276797,127.10548889069295
2022121300100097,2022년 12월 13일 08시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,기타불명,승용,남,33세,경상,37.28627488150017,127.1040232828626
2022121300100258,2022년 12월 13일 14시,화요일,경기도 용인시 처인구 유방동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,66세,경상,37.258474453403565,127.20557352083584
2022121400100039,2022년 12월 14일 05시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,23세,상해없음,승용,남,34세,경상,37.294214314278925,127.10347395874057
2022121400100148,2022년 12월 14일 09시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,30세,경상,37.29044064542072,127.10712655571363
2022121700100058,2022년 12월 17일 05시,토요일,경기도 용인시 기흥구 공세동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,화물,남,64세,경상,37.23931633739393,127.10529502237316
2022121700100173,2022년 12월 17일 11시,토요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,58세,상해없음,화물,남,62세,경상,37.23462120850262,127.105646436509
2022121700100223,2022년 12월 17일 12시,토요일,경기도 용인시 처인구 유방동,경상사고,0,0,2,4,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,32세,상해없음,승합,남,47세,부상신고,37.2651655415178,127.19245345957216
2022121700100324,2022년 12월 17일 15시,토요일,경기도 용인시 처인구 고림동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,59세,기타불명,승용,여,53세,경상,37.24603614061997,127.24486022652002
2022121900100137,2022년 12월 19일 09시,월요일,경기도 용인시 처인구 양지면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,화물,남,35세,상해없음,37.23837253497801,127.36389705335716
2022122200100259,2022년 12월 22일 14시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,57세,상해없음,승합,남,31세,경상,37.26095218185546,127.10327623976842
2022122600100186,2022년 12월 26일 11시,월요일,경기도 용인시 처인구 남사읍,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,37세,상해없음,승용,남,50세,경상,37.10084014679483,127.11864134462188
2022122700100101,2022년 12월 27일 08시,화요일,경기도 용인시 수지구 신봉동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,화물,남,40세,경상,37.32818126410066,127.05839347689842
2022122700100432,2022년 12월 27일 18시,화요일,경기도 용인시 수지구 상현동,경상사고,0,0,12,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31세,상해없음,승용,여,21세,경상,37.293868924646254,127.0766234967581
2022122800100497,2022년 12월 28일 19시,수요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,42세,경상,37.2855976399863,127.10366583188862
2022123100100272,2022년 12월 31일 14시,토요일,경기도 용인시 수지구 신봉동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,50세,경상,37.32770425605655,127.05858815638295
2022123100100323,2022년 12월 31일 16시,토요일,경기도 용인시 기흥구 상갈동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,32세,경상,37.2652860857585,127.10273470837924
